,Close_GSPC,Receita,CMV,Lucro Bruto,Despesas Operacionais,EBITDA,Lucro Líquido,Margem Bruta,Margem EBITDA,Margem Líquida,Participação de Mercado,Taxa de Retenção de Clientes,CAC,LTV,Taxa de Churn,Número de Funcionários,Receita por Funcionário,Lucro por Funcionário,Investimentos em P&D,Capex,Nível de Inovação,ROI,ROE,Liquidez Corrente,Endividamento,Crescimento de Receita,Crescimento de Lucro Líquido,Crescimento de Número de Funcionários,Ciclo de Conversão de Caixa,Giro de Estoque,Eficiência Operacional,Date
0,3336.1444737597762,4587631.359183332,1572489.2204094038,3015142.138773921,1172524.1202875227,1842618.0184863885,1296030.42246274,0.6617687229936005,0.39863991451431324,0.28038880095338214,0.10540761190739448,0.8300325272569751,805.4396975091367,2817.48342019947,0.16996747274302387,4999.999999999992,917.5262718366664,259.2060844925479,261032.14891215935,595111.4551649697,0.3769456488019552,1.6288069862871368,1.539997722510717,1.5890620468321373,423060.3369050141,0.002025647598971836,0.38782267385603575,0.0,52.7001207187448,4.689251727175145,3.928216291952836,2020-09-10
1,3337.5302759571105,4607756.043499197,1594113.0293820773,3013643.014117113,1213291.5702893352,1800351.4438277679,1266301.6528201513,0.6565825668272061,0.3882635083960901,0.27309041470613776,0.10668075321426725,0.8247769514388994,844.8019460213811,3007.02103753284,0.17522304856109958,4999.999999999993,921.5512086998395,253.26033056403017,253821.956150651,570169.4704481516,0.3694908026877298,1.6532786384281588,1.4915406317442064,1.7231021429663436,440339.47264868265,0.0024100855380275606,0.2895105742680225,0.0,54.49703002879454,4.93176042935981,3.875571189042533,2020-09-11
2,3338.9644276100116,4627618.605716188,1618812.6998704704,3008805.905845711,1247985.3517957097,1760820.5540499915,1238497.064313465,0.6511296317482885,0.37855990446456056,0.26626525301954895,0.10783081898865618,0.8201218821106517,876.2270361666276,3163.5225353512624,0.17987811788934718,4999.999999999993,925.5237211432378,247.6994128626929,247695.28029139407,548117.8542590237,0.3630796491683591,1.6722064393877833,1.447658503929592,1.83779357940044,455532.7538538819,0.002740034458576918,0.19432119182538823,0.0,55.997363781739814,5.150392361168039,3.839678914747686,2020-09-14
3,3340.459658197443,4647227.405451314,1646114.3499987493,3001113.0554525573,1277085.2599570255,1724027.7954955224,1212618.3776108955,0.645473251815015,0.3695175801813454,0.25990521135966815,0.10886194179313945,0.8160271715898847,900.5424086732104,3290.290032596401,0.18397282841011417,4999.999999999994,929.4454810902629,242.523675522179,242579.8035394046,528771.7762967481,0.3576368477385499,1.6861153271565938,1.4081100983022135,1.9346741183252614,468801.5956389386,0.0030200096240792676,0.10252777539252261,0.0,57.22739930988604,5.3465134862621015,3.8190614770998574,2020-09-15
4,3342.027954862941,4666592.250940602,1675572.5227566753,2991019.7281839196,1301050.7187210398,1689969.0094628704,1188662.667633238,0.6396727583459557,0.36112421205090206,0.2540016218284426,0.10977823195602424,0.8124541782798115,918.5311164966006,3390.4501935873036,0.18754582172018736,4999.999999999994,933.3184501881207,237.73253352664747,238405.7024955977,511953.34443486563,0.35309012604814133,1.695504981163764,1.3726611416347239,2.0152135763955057,480300.48262590234,0.003254321546374053,0.014375523599874818,0.0,58.21213640624005,5.521446239426503,3.8123055096999914,2020-09-16
5,3343.680574835352,4685724.346073602,1706769.5128191577,2978954.8332544374,1320321.174295626,1658633.6589588022,1166622.5230431152,0.6337835764305009,0.35336671079365733,0.24854527790321554,0.11058377623979515,0.8093657419102146,930.9328374819474,3466.9582415685986,0.1906342580897843,4999.9999999999945,937.1448692147208,233.3245046086229,235105.6164743392,497491.4871361476,0.3493702233102194,1.7008503389148966,1.3410842416002873,2.080815160791642,490177.10255547124,0.0034470801348588246,-0.06991761402263286,0.0,58.97532497764641,5.676470121309207,3.818061045082055,2020-09-17
6,3345.428057849565,4704636.237427879,1739314.693365806,2965321.5440620654,1335316.488611508,1630005.0554505487,1146486.2057342252,0.6278573214392779,0.3462312565191402,0.24352645917622698,0.11128263650956258,0.8067261587784545,938.4448870266184,3522.601972258693,0.19327384122154434,4999.9999999999945,940.9272474855761,229.29724114684487,232614.61582099652,485221.83586744894,0.3464108337092315,1.7026021126298612,1.3131588001357777,2.132816805281814,498572.4799019184,0.0036021988456672697,-0.1501601359121918,0.0,59.53949269792381,5.812822293162886,3.83504028807668,2020-09-18
7,3347.280238567249,4723341.7613035105,1772843.8429004827,2950497.9184030197,1346437.3327849973,1604060.5856180137,1128237.810320588,0.621941895534568,0.33970333389911483,0.23893495609411486,0.111878848401511,0.8045011569904787,941.7232307427407,3560.005767397969,0.1954988430095201,4999.9999999999945,944.6683522607022,225.64756206411744,230870.17022949053,474986.60751456034,0.344148549809101,1.7011873058806337,1.288670926804977,2.1724925062837483,505621.1094880177,0.0037233988308472375,-0.2261861873396932,0.0,59.925972661001396,5.931698171586143,3.8620163891747996,2020-09-21
8,3349.246258997586,4741855.990757585,1807018.472070855,2934837.518686721,1354065.5805807295,1580771.938105983,1111857.4236257935,0.6160815841807238,0.33376776734071323,0.23476009469741577,0.1123764199913474,0.8026578717018304,941.3834971197414,3581.634608296983,0.19734212829816847,4999.9999999999945,948.3711981515171,222.37148472515852,229812.11705984658,466634.4867970613,0.34252280596134155,1.697009730229134,1.2674133521617728,2.201053658926659,511451.09009997,0.003814213087538763,-0.29785475927631455,0.0,60.154931034055096,6.034252023264763,3.8978222178912922,2020-09-22
9,3351.334580918008,4760195.182638697,1841525.1504879482,2918670.032150741,1358564.7018744,1560105.3302763323,1097321.284172248,0.6103171526545855,0.3284087561595681,0.23099076136006602,0.11277933046274964,0.8011648203586569,938.0019901868884,3589.7980893846616,0.19883517964134198,4999.999999999995,952.0390365277398,219.46425683444943,229382.62965574593,460020.5086831722,0.3414758217131719,1.6904505218650647,1.2491853411133567,2.219650393113155,516184.2581023292,0.0038779906071520973,-0.365048887260107,0.0,60.24539471064399,6.121597559712931,3.9413491361286215,2020-09-23
